SW Version,2022.1
Date and Time Started,2023-Nov-10 15:31:39
Date and Time Ended,2023-Nov-10 15:31:59
Scan Name,ff1-CA12
Link Settings,
Reset RX After Applying Settings,false
Open Area,20288
Horizontal Opening,305
Horizontal Percentage,60.00
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
40,0.126502,0.124155,0.122548,0.120896,0.117403,0.112402,0.103768,0.0976899,0.0871032,0.0788531,0.0683843,0.0578458,0.0478722,0.0353319,0.028552,0.0225548,0.0185964,0.0148327,0.0116015,0.00899111,0.00648497,0.00416762,0.00227395,0.0012063,0.000415332,0.000147226,3.86244e-05,1.43053e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,8.82162e-06,0.000108005,0.000643263,0.00223139,0.0059807,0.0132565,0.0231729,0.0328046,0.0424061,0.0522565,0.0654834,0.0790402,0.0917487,0.102424,0.111505,0.119297,0.12416,0.125727
32,0.127701,0.119766,0.110735,0.106431,0.0995286,0.089808,0.0797621,0.0721523,0.0609226,0.0487242,0.0380976,0.0298365,0.0227786,0.017655,0.0140539,0.011069,0.00840004,0.00577733,0.00338357,0.00187507,0.000653038,0.000245813,3.65978e-05,4.17239e-06,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,1.96698e-05,0.00025988,0.00133731,0.00488539,0.0105913,0.019603,0.0296956,0.0392823,0.049144,0.0623778,0.0739589,0.0888147,0.103045,0.112861,0.119214
24,0.124396,0.111216,0.0995366,0.08731,0.0757572,0.0639745,0.0534419,0.0442292,0.0337417,0.0263399,0.0199569,0.0149105,0.0116464,0.00875542,0.00625,0.00395602,0.00222758,0.00081898,0.00020397,4.1247e-05,4.2916e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.19211e-06,3.3856e-05,0.000293975,0.00148823,0.00453336,0.0101833,0.018884,0.0283136,0.0380148,0.0474778,0.0600725,0.0761897,0.0931765,0.104273
16,0.124477,0.10499,0.0861892,0.0708266,0.055501,0.0405963,0.0301561,0.0219956,0.0160556,0.0123602,0.00922377,0.00655542,0.00416571,0.00215808,0.000865115,0.000166657,3.29023e-05,2.50343e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,1.03714e-05,0.000247482,0.00107457,0.00335508,0.00812006,0.0158668,0.0253585,0.0351912,0.0464874,0.0632112,0.0812608
8,0.129522,0.107277,0.0803561,0.058774,0.0412326,0.0294107,0.0213922,0.0153936,0.0103342,0.00616941,0.00326162,0.00118842,0.00026596,3.98165e-05,4.17239e-06,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,1.6928e-05,0.000138166,0.000874533,0.00285129,0.00716506,0.0162787,0.0314564,0.0491921,0.071073
0,0.130812,0.106799,0.0786552,0.057952,0.0430735,0.0305749,0.02245,0.0169215,0.0129254,0.00897206,0.00590178,0.003215,0.00157073,0.000741851,0.000187996,1.64511e-05,5.60292e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.02659e-06,2.22925e-05,0.000410444,0.00226418,0.00817228,0.0197378,0.0384192,0.0587314,0.078499
-8,0.13052,0.105401,0.0789648,0.0581983,0.0429494,0.0308299,0.0223934,0.0169581,0.0129371,0.00910455,0.00567528,0.0032063,0.00158765,0.000649343,0.000133516,3.77899e-05,2.26501e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,1.77625e-05,0.000287895,0.00213459,0.00732409,0.0185853,0.0374429,0.0580112,0.0780464
-16,0.128564,0.107286,0.0868135,0.0705898,0.0567785,0.0457492,0.0351045,0.0260591,0.0200047,0.016383,0.0138377,0.0111427,0.00827889,0.00528201,0.00305002,0.0014477,0.000531085,0.000149372,3.31407e-05,5.00687e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,1.80009e-05,0.000322228,0.00208131,0.00676356,0.0153575,0.0284958,0.0436073,0.0603983,0.0752653,0.0919779
-24,0.12833,0.113592,0.105336,0.093689,0.0815076,0.0696797,0.0586996,0.0508333,0.0401218,0.0310657,0.0239406,0.0184563,0.0158508,0.0134273,0.0109231,0.00829015,0.00540515,0.00312428,0.00157406,0.0008371,0.000265841,7.08114e-05,1.14443e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-06,4.25584e-05,0.00046397,0.00242738,0.00819493,0.0175679,0.0296307,0.0438651,0.0578112,0.07355,0.0909372,0.10452,0.114033
-32,0.12599,0.121168,0.116519,0.114188,0.107698,0.0966024,0.088366,0.0771655,0.0669535,0.0558701,0.0449196,0.0356294,0.0268243,0.0208374,0.0171966,0.0151775,0.0131625,0.0109266,0.00812337,0.00548788,0.00303511,0.00179091,0.000801337,0.000253324,7.55798e-05,1.68088e-05,3.93397e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,3.4452e-05,0.000350123,0.00227789,0.00790298,0.0171408,0.0301524,0.0438547,0.0573541,0.0708862,0.0856121,0.099778,0.114998,0.12165,0.124308
-40,0.125603,0.123342,0.122612,0.121816,0.120953,0.117672,0.112823,0.107494,0.0963479,0.086749,0.0766227,0.0655393,0.0554766,0.0439781,0.0340739,0.0257491,0.0209688,0.0181675,0.0160224,0.0138794,0.0116215,0.00913957,0.00663994,0.00404018,0.00247303,0.00135722,0.000559458,0.000195983,5.67445e-05,2.25309e-05,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.26501e-06,1.43053e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.64923e-06,5.16184e-05,0.000516423,0.00297897,0.00915756,0.0204875,0.032883,0.0466899,0.0606007,0.0728826,0.0856916,0.0989521,0.112385,0.121391,0.125101,0.125905,0.125951
-48,0.126285,0.126035,0.125839,0.125443,0.124638,0.12409,0.122722,0.120554,0.118189,0.114259,0.108038,0.0979703,0.0866756,0.0784303,0.067085,0.0572892,0.0473148,0.0368659,0.0294131,0.0238448,0.0201454,0.0178296,0.0158665,0.0136111,0.0113767,0.00897284,0.0065764,0.0042395,0.00271575,0.00151362,0.0010127,0.00040794,0.000285868,0.000195625,4.36313e-05,9.06004e-06,5.96056e-07,1.66896e-06,4.88766e-06,0.000125649,0.000671397,0.000696431,0.000472076,0.000189784,9.15541e-05,4.63731e-05,5.79366e-05,0.000313287,0.00151839,0.00579271,0.0137227,0.0255005,0.0377623,0.0513828,0.0639804,0.0772852,0.0914786,0.1035,0.114552,0.121821,0.124437,0.125797,0.125967,0.125967,0.125967
-56,0.129874,0.129066,0.127997,0.127516,0.127039,0.126753,0.126235,0.125465,0.124272,0.122801,0.121151,0.118908,0.115311,0.109383,0.100152,0.0921968,0.0825032,0.0727173,0.0627655,0.0522762,0.0428592,0.0350569,0.0282122,0.0239026,0.0213705,0.0184138,0.0161487,0.0138112,0.0122946,0.0102185,0.00801415,0.00663076,0.00596711,0.00504692,0.00300066,0.00166836,0.00108506,0.000919475,0.00112893,0.0037089,0.00653897,0.00743913,0.00693391,0.00554904,0.00463242,0.00478966,0.0074445,0.0128676,0.0216848,0.0341989,0.0466266,0.0585819,0.0703423,0.0833436,0.0962749,0.107056,0.117195,0.122206,0.124802,0.125681,0.126122,0.126107,0.12642,0.127312,0.126743
-64,0.134316,0.13384,0.133125,0.132506,0.131657,0.131079,0.130571,0.130089,0.129139,0.128516,0.127417,0.126227,0.124493,0.122562,0.119523,0.115511,0.109469,0.102609,0.0941625,0.0846237,0.0753691,0.0659553,0.0561076,0.0481887,0.0387631,0.0324455,0.0280528,0.0237678,0.0211452,0.0192976,0.0173583,0.0158325,0.0157768,0.0153106,0.0123613,0.0089699,0.00715243,0.00629828,0.0072621,0.0144858,0.0215659,0.0239345,0.0243352,0.025383,0.0293208,0.0348866,0.04326,0.0519383,0.0616614,0.0695486,0.0794096,0.090087,0.103629,0.115354,0.122577,0.126841,0.128137,0.128776,0.128928,0.129647,0.129108,0.130187,0.133553,0.135251,0.133302
-72,0.144223,0.14509,0.145287,0.146015,0.146188,0.145101,0.14419,0.14323,0.142785,0.141553,0.140669,0.140183,0.139553,0.138176,0.136818,0.135261,0.132684,0.129955,0.127284,0.120541,0.114317,0.107514,0.0997648,0.0910672,0.0785714,0.0701628,0.0614019,0.0524111,0.0463713,0.0409616,0.036266,0.0345223,0.0404914,0.0459904,0.0412969,0.0321559,0.0271293,0.024723,0.0273143,0.0432716,0.0552566,0.0617411,0.0675655,0.0734016,0.0799993,0.0868457,0.0932353,0.0993557,0.109702,0.121997,0.132388,0.139842,0.145224,0.146497,0.147077,0.145759,0.14529,0.14454,0.144404,0.143664,0.144583,0.146543,0.154664,0.158298,0.153146
-80,0.171708,0.172632,0.17557,0.174663,0.173009,0.17023,0.166165,0.165656,0.16408,0.163849,0.161352,0.160733,0.160069,0.159836,0.158519,0.157698,0.157517,0.155866,0.155126,0.154455,0.152395,0.150346,0.147856,0.144249,0.138521,0.13282,0.124101,0.116169,0.106792,0.101344,0.0929942,0.092443,0.102146,0.105938,0.0952346,0.0834147,0.0762523,0.0754764,0.0841568,0.111038,0.132251,0.138341,0.140316,0.144803,0.147429,0.15545,0.164646,0.172423,0.176087,0.181435,0.182207,0.182484,0.181852,0.179852,0.178511,0.176837,0.175304,0.174176,0.174796,0.175004,0.173755,0.178972,0.187517,0.189691,0.182755
-88,0.204822,0.209484,0.215665,0.218704,0.216091,0.213025,0.210884,0.209579,0.205944,0.202631,0.200982,0.197268,0.195485,0.190631,0.187912,0.187415,0.183037,0.182152,0.181002,0.181175,0.176724,0.177353,0.174647,0.172526,0.170052,0.167165,0.166312,0.163946,0.160378,0.155922,0.150816,0.153761,0.170006,0.184824,0.178052,0.162742,0.154255,0.154824,0.166262,0.185501,0.193356,0.199481,0.203805,0.211816,0.213667,0.217309,0.218054,0.218807,0.217288,0.21479,0.212576,0.212179,0.211631,0.208554,0.206568,0.205108,0.204118,0.20108,0.200297,0.201522,0.200929,0.208005,0.216217,0.217856,0.21031
-96,0.233845,0.239975,0.24441,0.245548,0.245464,0.245517,0.244031,0.243674,0.242313,0.240563,0.239274,0.237612,0.236437,0.233603,0.230932,0.228823,0.227658,0.228844,0.225387,0.224355,0.221454,0.220782,0.21872,0.219098,0.213725,0.213009,0.211847,0.209766,0.206196,0.206717,0.206486,0.212333,0.22761,0.235039,0.23375,0.22815,0.228837,0.230962,0.233603,0.237183,0.239557,0.242489,0.242223,0.243295,0.243029,0.242575,0.241909,0.241139,0.240711,0.23901,0.238757,0.237199,0.236178,0.235621,0.233927,0.232884,0.231724,0.229842,0.229202,0.228717,0.229216,0.231258,0.237735,0.238667,0.233922
-104,0.247565,0.247912,0.247941,0.24797,0.247939,0.247939,0.247939,0.247939,0.248,0.247939,0.247939,0.24791,0.24791,0.247941,0.247883,0.247941,0.247854,0.247622,0.24742,0.24719,0.246987,0.246875,0.246078,0.246534,0.245099,0.245269,0.245297,0.244743,0.243864,0.243566,0.244031,0.245461,0.247104,0.247941,0.247738,0.247678,0.247758,0.247665,0.247692,0.247818,0.247878,0.24791,0.24791,0.247941,0.247939,0.247938,0.24791,0.24791,0.247909,0.24791,0.247909,0.247848,0.247752,0.247785,0.247507,0.246956,0.24632,0.246471,0.24563,0.246442,0.246259,0.246744,0.247663,0.247785,0.246651
-112,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.248,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.24797,0.24797,0.247939,0.247969,0.247939,0.248,0.247939,0.247969,0.247939,0.24797,0.247939,0.24791,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.247939,0.247939,0.247939,0.247909,0.247969,0.24791,0.247941,0.247969,0.247939,0.247939,0.247969
-120,0.247939,0.24797,0.247939,0.24797,0.24797,0.247939,0.24797,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.24797,0.247969,0.247969,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.24797,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.24797,0.24797,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939
Scan End
