SW Version,2022.1
Date and Time Started,2023-Nov-10 15:35:48
Date and Time Ended,2023-Nov-10 15:36:08
Scan Name,ff1-CA9
Link Settings,
Reset RX After Applying Settings,false
Open Area,14976
Horizontal Opening,217
Horizontal Percentage,43.08
Vertical Opening,57
Vertical Percentage,25.81
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
40,0.119347,0.114889,0.11232,0.104256,0.0966386,0.0861653,0.0769914,0.0672172,0.0579834,0.0488917,0.0384207,0.0285154,0.0193323,0.0147843,0.0106722,0.00833808,0.00566348,0.00316994,0.0016928,0.000573286,0.000204328,5.32874e-05,6.67582e-06,2.74186e-06,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,1.50206e-05,3.25446e-05,0.000196579,0.000711929,0.00210634,0.00422413,0.00853707,0.0165767,0.0261335,0.0349733,0.0431987,0.0535024,0.0637135,0.0740084,0.0849868,0.0955301,0.103846,0.112684,0.120947,0.124137
32,0.111295,0.100368,0.0881165,0.0780418,0.066837,0.0569636,0.0488594,0.0374372,0.0271434,0.0191508,0.0142653,0.0100193,0.00696098,0.00456602,0.00211838,0.000981227,0.000268344,0.000127198,1.40669e-05,5.96056e-07,8.5832e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.34478e-07,2.1458e-06,2.03851e-05,0.000108363,0.000411994,0.00129034,0.00291042,0.00623021,0.0121716,0.0210556,0.0290679,0.0374428,0.0462704,0.0582003,0.0698448,0.0815422,0.0927153,0.0994229,0.111421
24,0.107197,0.0892024,0.0723471,0.0614971,0.0490768,0.0352118,0.0233277,0.0160564,0.011175,0.00774467,0.00507267,0.00250689,0.00102355,0.000288968,6.06785e-05,1.01329e-05,1.66896e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.45712e-06,2.72993e-05,8.51167e-05,0.00044573,0.00123336,0.00299113,0.00590226,0.0113898,0.0197778,0.026603,0.0350073,0.0432888,0.055826,0.0729127,0.0899383,0.104831
16,0.107228,0.0860436,0.0633879,0.0433875,0.0290952,0.0207636,0.015289,0.0101382,0.00529834,0.00263409,0.000808609,0.000164154,9.62034e-05,3.57633e-07,3.81476e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.69554e-06,5.07839e-05,0.000232342,0.000941052,0.00228313,0.00515421,0.0104675,0.0184184,0.0297341,0.0437294,0.0605661,0.079549,0.105614
8,0.112451,0.0798188,0.0550051,0.0401805,0.029342,0.0209759,0.0158498,0.0133815,0.0111816,0.00786114,0.00521143,0.00284056,0.00151911,0.000551471,0.000114323,2.07427e-05,9.41768e-06,1.66896e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,2.38422e-06,4.67308e-05,0.000139119,0.000916137,0.00390106,0.0100913,0.0194079,0.0321618,0.0494416,0.069314,0.0847495,0.102279
0,0.107451,0.0860488,0.0691652,0.056321,0.0451282,0.0358646,0.0261684,0.0208358,0.0169833,0.0159834,0.0136511,0.0111423,0.00765121,0.00502677,0.00293033,0.0015873,0.000619421,0.000228408,6.79503e-05,1.34709e-05,6.31819e-06,1.31132e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.2916e-06,1.81201e-05,6.12745e-05,0.000289325,0.00149705,0.00451965,0.0104616,0.0192101,0.0292352,0.0419325,0.0548553,0.0670324,0.0824263,0.0992316,0.115858
-8,0.105107,0.0886884,0.0721561,0.0584631,0.0496022,0.0386316,0.0298476,0.0237161,0.0192987,0.0161419,0.014667,0.0125795,0.00956506,0.00641284,0.00408703,0.0023698,0.0010754,0.00042463,0.000148656,2.55112e-05,1.10866e-05,1.54974e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,7.98714e-06,2.62264e-05,0.000157478,0.000707876,0.00282828,0.00699578,0.0145385,0.0243903,0.0352584,0.0473454,0.0592111,0.072515,0.0874021,0.103099,0.118225
-16,0.110598,0.10525,0.0976218,0.0904436,0.0781477,0.0687978,0.0585202,0.0463846,0.0376024,0.0288301,0.0230338,0.0182771,0.0163556,0.0147011,0.0127271,0.0103518,0.00735103,0.00491197,0.00322871,0.00164487,0.000801575,0.000212911,0.000130059,1.81201e-05,1.54974e-05,3.93397e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.43053e-06,1.08482e-05,4.92342e-05,0.000329738,0.00113024,0.00420946,0.00982314,0.0179917,0.0277882,0.0406852,0.0535903,0.0638006,0.0746563,0.0865437,0.098399,0.114035,0.121622,0.126645
-24,0.115049,0.114273,0.114157,0.113023,0.106599,0.0976526,0.0900445,0.077516,0.0675007,0.0544095,0.0462924,0.0359193,0.0273341,0.0220507,0.018614,0.0165893,0.0153407,0.0139107,0.0112626,0.00845246,0.00634418,0.00399417,0.00224832,0.00113823,0.000461943,0.000200632,3.91012e-05,1.26364e-05,4.53002e-06,1.0729e-06,3.93397e-06,2.38422e-07,1.78817e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.34478e-06,4.05318e-06,1.66896e-06,1.0729e-06,7.15267e-07,5.3645e-06,2.05043e-05,0.000139,0.000522383,0.00222066,0.00611112,0.0129353,0.021612,0.0322863,0.0448153,0.0582588,0.0683188,0.0803739,0.089845,0.10003,0.113585,0.123419,0.125543,0.125913,0.125913
-32,0.122305,0.122565,0.123079,0.122428,0.121412,0.117134,0.111667,0.107067,0.0963117,0.0809987,0.0752046,0.0644341,0.0529247,0.043079,0.036571,0.0265599,0.0222548,0.0191551,0.0175582,0.0156201,0.0151299,0.0125943,0.00997911,0.00756573,0.00518866,0.00287513,0.00171032,0.000877275,0.000490315,0.000246886,8.44015e-05,5.79366e-05,3.79091e-05,1.94314e-05,5.60292e-06,1.19211e-06,2.38422e-07,9.53689e-07,4.76844e-06,7.47454e-05,0.000176075,0.000194076,9.54881e-05,6.95001e-05,9.85876e-05,0.000290517,0.00113644,0.00320535,0.00837911,0.0160273,0.0257732,0.0368648,0.0489389,0.0596355,0.0696016,0.0810102,0.0919934,0.104145,0.116645,0.122788,0.125221,0.125866,0.125959,0.125975,0.125967
-40,0.127535,0.12673,0.126291,0.125837,0.125587,0.124181,0.123053,0.120324,0.117151,0.11276,0.10614,0.0998099,0.0871938,0.0764511,0.0675096,0.0581678,0.0482739,0.0397572,0.0325841,0.0265158,0.0218764,0.020257,0.0179603,0.0169182,0.0154925,0.0136704,0.0111529,0.00940603,0.00651513,0.00473852,0.00366801,0.00299768,0.00268118,0.00154402,0.000579008,0.000367766,0.000156405,0.000178697,0.000740301,0.00297515,0.00511308,0.00546404,0.00529572,0.00509651,0.00620112,0.00979622,0.0157419,0.0248148,0.0366982,0.046977,0.0554387,0.0654213,0.0756325,0.0866972,0.0988796,0.112823,0.121394,0.125014,0.125913,0.125967,0.125959,0.125982,0.126083,0.126145,0.12599
-48,0.133154,0.132278,0.131043,0.130006,0.129221,0.128724,0.128355,0.127549,0.125956,0.124535,0.122295,0.119555,0.116834,0.109619,0.103288,0.0940815,0.0861799,0.0762074,0.066089,0.0559065,0.0493696,0.0405081,0.032708,0.029137,0.0243487,0.0216108,0.0193773,0.0179772,0.016958,0.0156193,0.0146419,0.014534,0.0138206,0.0120816,0.00897183,0.00676213,0.00560113,0.00564763,0.00775456,0.0147912,0.0234394,0.0285101,0.0341044,0.0382558,0.0472757,0.0558323,0.0646445,0.0689107,0.0750123,0.0798479,0.0879875,0.0970623,0.109682,0.120303,0.125037,0.127148,0.127133,0.126637,0.12681,0.126638,0.127188,0.128998,0.131566,0.1317,0.129404
-56,0.137412,0.137415,0.138475,0.139555,0.140279,0.138418,0.137739,0.137272,0.13688,0.135916,0.134759,0.132529,0.131325,0.129137,0.127256,0.12302,0.120553,0.1156,0.104639,0.0958026,0.0843092,0.074061,0.0658103,0.0569338,0.0497473,0.0429849,0.0360862,0.0316573,0.0284824,0.0261454,0.0255148,0.0245571,0.0265423,0.0271575,0.0218944,0.0182513,0.0172355,0.0178212,0.0275775,0.046733,0.0626466,0.0731766,0.0795341,0.086115,0.0907138,0.0948575,0.100874,0.110553,0.118454,0.13129,0.140621,0.147289,0.147609,0.146357,0.143765,0.142616,0.14163,0.140399,0.140639,0.140312,0.140037,0.144351,0.151877,0.151928,0.146115
-64,0.154642,0.15766,0.158311,0.158694,0.157617,0.156472,0.155625,0.155421,0.154339,0.153969,0.153607,0.153271,0.151863,0.150615,0.150527,0.149193,0.148251,0.14471,0.142725,0.137263,0.136527,0.130163,0.11815,0.109494,0.101264,0.092366,0.0815537,0.0732054,0.0665951,0.064455,0.0602305,0.0659632,0.0768595,0.0741366,0.0637405,0.0560459,0.0527385,0.0538936,0.0679071,0.0986383,0.119169,0.12158,0.125314,0.12055,0.130366,0.142722,0.151783,0.160313,0.165874,0.168804,0.169268,0.166637,0.167335,0.164385,0.16593,0.165004,0.163824,0.166576,0.164644,0.167162,0.167967,0.175372,0.180938,0.179202,0.173541
-72,0.182165,0.183649,0.190193,0.193261,0.188519,0.187748,0.181572,0.181705,0.176719,0.17331,0.173972,0.171508,0.170051,0.168614,0.166688,0.166835,0.164089,0.164092,0.163519,0.161407,0.162673,0.157644,0.157857,0.155721,0.154051,0.150782,0.145177,0.140087,0.136119,0.13016,0.127786,0.1336,0.151743,0.148839,0.1377,0.123317,0.118005,0.127656,0.150667,0.173146,0.182341,0.194566,0.201307,0.202858,0.20747,0.205624,0.206387,0.203181,0.198533,0.198122,0.197832,0.193579,0.191726,0.192055,0.193273,0.189943,0.190726,0.188261,0.188556,0.18986,0.192303,0.199657,0.202284,0.200269,0.194937
-80,0.221513,0.238347,0.240409,0.243242,0.242415,0.242711,0.241032,0.235586,0.235375,0.231451,0.229583,0.226322,0.225079,0.224185,0.218906,0.214226,0.211412,0.207831,0.211741,0.207181,0.207168,0.20049,0.202761,0.198688,0.194203,0.195411,0.191332,0.189046,0.18808,0.188451,0.195728,0.214196,0.233297,0.237595,0.232445,0.225111,0.230061,0.231215,0.231868,0.235916,0.238149,0.238627,0.237998,0.237393,0.236213,0.235453,0.234277,0.233272,0.231433,0.230562,0.230063,0.227554,0.227671,0.225126,0.224354,0.222781,0.21883,0.219072,0.218392,0.218352,0.221493,0.225584,0.229855,0.228262,0.222422
-88,0.246761,0.24791,0.24797,0.248,0.247881,0.247881,0.247939,0.24791,0.247825,0.24762,0.247678,0.24762,0.247794,0.247651,0.247418,0.247536,0.247076,0.245965,0.245657,0.24414,0.245016,0.244933,0.243354,0.243108,0.242658,0.241468,0.240133,0.240774,0.238459,0.242128,0.242574,0.246109,0.247796,0.247941,0.247939,0.24753,0.247667,0.247943,0.2477,0.247941,0.247698,0.247514,0.247569,0.247456,0.246994,0.247064,0.245552,0.247033,0.246325,0.245133,0.243893,0.24387,0.242105,0.241762,0.241656,0.240005,0.238979,0.239014,0.239277,0.239897,0.240103,0.240891,0.243316,0.242601,0.239678
-96,0.24797,0.247939,0.24797,0.247939,0.24797,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247881,0.248,0.247678,0.247852,0.247912,0.247939,0.24797,0.247939,0.247823,0.24797,0.247852,0.248,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.24791,0.247969,0.247848,0.247939,0.247909,0.24791,0.247787,0.247847,0.247909,0.247354,0.247507,0.247292,0.247571,0.247263,0.247323,0.247909,0.24791,0.247754
-104,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.24797,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939
-112,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.248,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.24797,0.247939,0.247939,0.248,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247969,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939
-120,0.247939,0.248,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.24797,0.24797,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.24797,0.247939,0.247969,0.247939,0.247939,0.24797,0.24797,0.247939,0.24797,0.247939
Scan End
